Metaprotein,mp_id,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number
"ALDH4_YEAST Potassium-activated aldehyde dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALD4 PE=1 SV=2",109,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_P05091-2,K00128|
ALDO2_MAIZE Indole-3-acetaldehyde oxidase OS=Zea mays GN=AO2 PE=2 SV=1,110,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,UniRef50_O23887,K11817|
S10A9_HUMAN Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1,111,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P06702,|
ALDOA_MOUSE Fructose-bisphosphate aldolase A OS=Mus musculus GN=Aldoa PE=1 SV=2,112,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P04075-2,K01623|
ALDOA_SALSA Fructose-bisphosphate aldolase A OS=Salmo salar PE=1 SV=1,113,Eukaryota,Metazoa,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,UniRef50_P07341,K01623|
ALDOB_SHEEP Fructose-bisphosphate aldolase B OS=Ovis aries GN=ALDOB PE=2 SV=2,114,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Ovis,Ovis aries,UniRef50_P05062,K01623|
ALF_EDWI9 Fructose-bisphosphate aldolase OS=Edwardsiella ictaluri (strain 93-146) GN=fba PE=3 SV=2,115,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_P0AB72,K01624|
"ALF_MAIZE Fructose-bisphosphate aldolase, cytoplasmic isozyme OS=Zea mays PE=2 SV=1",116,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,UniRef50_P17784,K01623|
ALF_STRPN Fructose-bisphosphate aldolase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) GN=fba PE=3 SV=1,117,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,unassigned,UniRef50_Q5XA12,K01624|
ALF_THECA Fructose-bisphosphate aldolase OS=Thermus caldophilus GN=fba PE=1 SV=1,118,Bacteria,unassigned,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus caldophilus,UniRef50_Q703I2,|
ALF_TREPA Fructose-bisphosphate aldolase OS=Treponema pallidum (strain Nichols) GN=fba PE=3 SV=1,119,Bacteria,unassigned,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema pallidum subsp. pallidum str. Nichols,UniRef50_O83668,K01624|
ALF_XANFL Fructose-bisphosphate aldolase OS=Xanthobacter flavus GN=cbbA PE=3 SV=1,120,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,Xanthobacter flavus,UniRef50_P29271,|
ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FBA1 PE=1 SV=3,121,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,unassigned,unassigned,unassigned,UniRef50_P14540,K01624|
ALF1_ECOL6 Fructose-bisphosphate aldolase class 1 OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) GN=fbaB PE=3 SV=2,122,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P0A992,K11645|
ALKB8_MACFA Alkylated DNA repair protein alkB homolog 8 OS=Macaca fascicularis GN=ALKBH8 PE=2 SV=1,123,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q96BT7,K10770|
ALL1_SINAL Allergen Sin a 1 OS=Sinapis alba PE=1 SV=2,124,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Sinapis,Sinapis alba,UniRef50_P15322,|
"ALL12_ARAHY Allergen Ara h 1, clone P41B OS=Arachis hypogaea PE=1 SV=1",125,Eukaryota,Viridiplantae,Streptophyta,unassigned,Fabales,Fabaceae,Arachis,Arachis hypogaea,UniRef50_P43238,|
ALR_ARCB4 Alanine racemase OS=Arcobacter butzleri (strain RM4018) GN=alr PE=3 SV=1,126,Bacteria,unassigned,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter butzleri,UniRef50_A8ESX7,K01775|
ALR_SALTO Alanine racemase OS=Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440) GN=alr PE=3 SV=1,127,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Salinispora,Salinispora tropica,UniRef50_A4XBI0,K01775|
TRY2_HUMAN Trypsin-2 OS=Homo sapiens GN=PRSS2 PE=1 SV=1,128,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P07478,K01312|
AMP1_MACIN Antimicrobial peptide 1 OS=Macadamia integrifolia PE=1 SV=1,129,Eukaryota,Viridiplantae,Streptophyta,unassigned,Proteales,Proteaceae,Macadamia,Macadamia integrifolia,UniRef50_P80915,|
AMPA_PHOLL Probable cytosol aminopeptidase OS=Photorhabdus luminescens subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) GN=pepA PE=3 SV=1,130,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus,Photorhabdus luminescens subsp. laumondii TTO1,UniRef50_P68768,K01255|
AMPE_PIG Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1,131,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q07075,K11141|
AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3,132,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P00727,K11142|
AMPL_MESAU Cytosol aminopeptidase (Fragments) OS=Mesocricetus auratus GN=LAP3 PE=1 SV=1,133,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,UniRef50_P86249,|
AMPL_PIG Cytosol aminopeptidase (Fragment) OS=Sus scrofa GN=LAP3 PE=1 SV=1,134,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Suidae,Sus,Sus scrofa,UniRef50_P28839,|
AMPL_RAT Cytosol aminopeptidase OS=Rattus norvegicus GN=Lap3 PE=1 SV=1,135,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unassigned,unassigned,UniRef50_Q9CPY7,K11142|
S10A8_HUMAN Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1,136,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P05109,|
AMPN_MOUSE Aminopeptidase N OS=Mus musculus GN=Anpep PE=1 SV=4,137,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P15145,K11140|
AMPP_ECOLI Xaa-Pro aminopeptidase OS=Escherichia coli (strain K12) GN=pepP PE=1 SV=2,138,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P15034,K01262|
AMPP1_COPC7 Probable Xaa-Pro aminopeptidase P OS=Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) GN=AMPP PE=3 SV=1,139,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis cinerea,UniRef50_B6HQC9,K01262|
AMPP3_SCLS1 Probable Xaa-Pro aminopeptidase pepP OS=Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) GN=pepP PE=3 SV=1,140,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum,UniRef50_Q96WX8,K14213|
AMY1_MOUSE Alpha-amylase 1 OS=Mus musculus GN=Amy1 PE=1 SV=2,141,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P04746,K01176|
AMY2_DROAN Alpha-amylase 2 OS=Drosophila ananassae GN=Amy58 PE=3 SV=2,142,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,unassigned,UniRef50_P08144,K01176|
AMYB_SECCE Beta-amylase (Fragment) OS=Secale cereale GN=BMY1 PE=2 SV=1,143,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Secale,Secale cereale,UniRef50_P30271,|
AMYB_WHEAT Beta-amylase OS=Triticum aestivum GN=BMY1 PE=2 SV=1,144,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,unassigned,unassigned,UniRef50_P82993,|
AMYP_STRCA Pancreatic alpha-amylase OS=Struthio camelus PE=1 SV=1,145,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P00690,K01176|
ANGT_PANTR Angiotensinogen OS=Pan troglodytes GN=AGT PE=2 SV=1,146,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,UniRef50_P01019,K09821|
ANKR6_MOUSE Ankyrin repeat domain-containing protein 6 OS=Mus musculus GN=Ankrd6 PE=1 SV=2,147,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_Q9Y2G4,|
ANT3_HUMAN Antithrombin-III OS=Homo sapiens GN=SERPINC1 PE=1 SV=1,148,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P01008,K03911|
ANX11_MOUSE Annexin A11 OS=Mus musculus GN=Anxa11 PE=1 SV=2,149,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P50995,K17095|
ANX12_COLLI Annexin A1 isoform p37 OS=Columba livia GN=CP37 PE=1 SV=1,150,Eukaryota,Metazoa,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia,UniRef50_P24551,K17091|
ANX2A_XENLA Annexin A2-A OS=Xenopus laevis GN=anxa2-a PE=2 SV=2,151,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Pipidae,Xenopus,Xenopus laevis,UniRef50_P24801,K17092|
ANXA1_CHICK Annexin A1 (Fragment) OS=Gallus gallus GN=ANXA1 PE=2 SV=1,152,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_Q92108,|
ANXA1_PONAB Annexin A1 OS=Pongo abelii GN=ANXA1 PE=2 SV=1,153,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P04083,|
ANXA2_BOVIN Annexin A2 OS=Bos taurus GN=ANXA2 PE=1 SV=2,154,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P07355,K17092|
ANXA2_MESAU Annexin A2 (Fragments) OS=Mesocricetus auratus PE=1 SV=1,155,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Mesocricetus auratus,UniRef50_C0HJG9,|
ANXA2_MOUSE Annexin A2 OS=Mus musculus GN=Anxa2 PE=1 SV=2,156,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P07356,|K17092|
ANXA3_BOVIN Annexin A3 OS=Bos taurus GN=ANXA3 PE=2 SV=3,157,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_Q3SWX7,K17089|
PIGR_HUMAN Polymeric immunoglobulin receptor OS=Homo sapiens GN=PIGR PE=1 SV=4,158,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P01833,K13073|
ANXA3_MOUSE Annexin A3 OS=Mus musculus GN=Anxa3 PE=1 SV=4,159,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unassigned,unassigned,UniRef50_P14669,K17089|
ANXA4_HUMAN Annexin A4 OS=Homo sapiens GN=ANXA4 PE=1 SV=4,160,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P14668,K17093|
ANXA5_CHICK Annexin A5 OS=Gallus gallus GN=ANXA5 PE=1 SV=2,161,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_P17153,K16646|
ANXA6_HUMAN Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,162,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P79134,K17094|
AOFA_PONAB Amine oxidase [flavin-containing] A OS=Pongo abelii GN=MAOA PE=2 SV=1,163,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii,UniRef50_Q5RE60,K00274|
APA1_ARATH Aspartic proteinase A1 OS=Arabidopsis thaliana GN=APA1 PE=1 SV=1,164,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9XFX3,K08245|
APA3_ARATH Aspartic proteinase A3 OS=Arabidopsis thaliana GN=APA3 PE=1 SV=1,165,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9XEC4,K08245|
APEX1_GORGO DNA-(apurinic or apyrimidinic site) lyase OS=Gorilla gorilla gorilla GN=APEX1 PE=3 SV=1,166,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P27695,|K10771|
AMPN_HUMAN Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4,167,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P15144,K11140|
APMAP_RAT Adipocyte plasma membrane-associated protein OS=Rattus norvegicus GN=Apmap PE=2 SV=2,168,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_Q9D7N9,|
APOA1_PONAB Apolipoprotein A-I OS=Pongo abelii GN=APOA1 PE=1 SV=1,169,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio hamadryas,UniRef50_P02647,|
TRY1_HUMAN Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1,170,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P07477,K01312|
TRY6_HUMAN Putative trypsin-6 OS=Homo sapiens GN=PRSS3P2 PE=5 SV=2,171,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P35030-5,|
APOD_MACFA Apolipoprotein D OS=Macaca fascicularis GN=APOD PE=2 SV=1,172,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,UniRef50_Q8SPI0,|
APOH_CANLF Beta-2-glycoprotein 1 OS=Canis lupus familiaris GN=APOH PE=2 SV=1,173,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,unassigned,unassigned,UniRef50_P02749,K17305|
APOV1_CHICK Apovitellenin-1 OS=Gallus gallus PE=1 SV=1,174,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_P02659,|
LAC6_HUMAN Ig lambda-6 chain C region OS=Homo sapiens GN=IGLC6 PE=4 SV=1,175,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P0CG06,|
ARAA_BIFAA L-arabinose isomerase OS=Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a) GN=araA PE=3 SV=1,176,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unassigned,UniRef50_A0LT86,K01804|
ARAA_CLOB8 L-arabinose isomerase OS=Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) GN=araA PE=3 SV=1,177,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9S467,K01804|
ARAA_LACPL L-arabinose isomerase OS=Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) GN=araA PE=3 SV=1,178,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q8AAW1,K01804|
DMBT1_HUMAN Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2,179,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q9UGM3,K13912|
ARF_CANAL ADP-ribosylation factor OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=ARF1 PE=3 SV=4,180,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,unassigned,Candida,Candida albicans,UniRef50_P22274,K07977|
ARF_CRYNJ ADP-ribosylation factor OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) GN=ARF PE=1 SV=1,181,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Filobasidiella,Cryptococcus neoformans,UniRef50_P36579,K07937|
ARF1_MOUSE ADP-ribosylation factor 1 OS=Mus musculus GN=Arf1 PE=1 SV=2,182,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P84077,K07937|
ARF2_MOUSE ADP-ribosylation factor 2 OS=Mus musculus GN=Arf2 PE=1 SV=2,183,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_Q8BSL7,K06883|
ARF2_ORYSJ ADP-ribosylation factor 2 OS=Oryza sativa subsp. japonica GN=ARF PE=2 SV=2,184,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P84085,K07937|
PERM_HUMAN Myeloperoxidase OS=Homo sapiens GN=MPO PE=1 SV=1,185,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P05164,K10789|
ARGB_DESRM Acetylglutamate kinase OS=Desulfotomaculum reducens (strain MI-1) GN=argB PE=3 SV=1,186,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum reducens,UniRef50_Q9X2A4,K00930|
ARGC_BACTN N-acetyl-gamma-glutamyl-phosphate reductase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=argC PE=3 SV=1,187,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,UniRef50_Q8A1A7,K00145|
ARGC_GEOBB N-acetyl-gamma-glutamyl-phosphate reductase OS=Geobacter bemidjiensis (strain Bem / ATCC BAA-1014 / DSM 16622) GN=argC PE=3 SV=1,188,Bacteria,unassigned,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,unassigned,UniRef50_Q9I5Q9,K00145|
ARGC_METTP N-acetyl-gamma-glutamyl-phosphate reductase OS=Methanosaeta thermophila (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT) GN=argC PE=3 SV=1,189,Archaea,unassigned,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,UniRef50_Q58496,K00145|
ARGC_SYNY3 N-acetyl-gamma-glutamyl-phosphate reductase OS=Synechocystis sp. (strain PCC 6803 / Kazusa) GN=argC PE=3 SV=1,190,Bacteria,unassigned,Cyanobacteria,unassigned,Chroococcales,unassigned,Synechocystis,Synechocystis sp. PCC 6803,UniRef50_O87890,K00145|
"ARGI_LITCT Arginase, hepatic OS=Lithobates catesbeiana PE=2 SV=1",191,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P05089,K01476|
ARGI1_BOVIN Arginase-1 OS=Bos taurus GN=ARG1 PE=2 SV=1,192,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_O08701,K01476|
ARGI1_MOUSE Arginase-1 OS=Mus musculus GN=Arg1 PE=1 SV=1,193,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unassigned,unassigned,UniRef50_P07824,K01476|
ARLY_RENSM Argininosuccinate lyase OS=Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 / JCM 11484 / NBRC 15589 / NCIMB 2235) GN=argH PE=3 SV=1,194,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Renibacterium,Renibacterium salmoninarum,UniRef50_Q9L1B1,K01755|
AROB_VIBVY 3-dehydroquinate synthase OS=Vibrio vulnificus (strain YJ016) GN=aroB PE=3 SV=1,195,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,UniRef50_Q8VYV7-2,K01735|
AROD_ECO27 3-dehydroquinate dehydratase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) GN=aroD PE=3 SV=1,196,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853,UniRef50_P58687,K03785|
AROE_METMA Shikimate dehydrogenase (NADP(+)) OS=Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) GN=aroE PE=3 SV=1,197,Archaea,unassigned,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,UniRef50_O26344,K00014|
AROE_STRU0 Shikimate dehydrogenase (NADP(+)) OS=Streptococcus uberis (strain ATCC BAA-854 / 0140J) GN=aroE PE=3 SV=1,198,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus uberis,UniRef50_B9DV19,K00014|
ARP2A_DANRE Actin-related protein 2-A OS=Danio rerio GN=actr2a PE=2 SV=1,199,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P61160,K17260|
ARP3_CHICK Actin-related protein 3 OS=Gallus gallus GN=ACTR3 PE=2 SV=1,200,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P61158,K18584|
ARPC2_BOVIN Actin-related protein 2/3 complex subunit 2 OS=Bos taurus GN=ARPC2 PE=1 SV=1,201,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_P85970,K05758|
ARPC2_PONAB Actin-related protein 2/3 complex subunit 2 OS=Pongo abelii GN=ARPC2 PE=2 SV=1,202,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo abelii,UniRef50_O15144,K05758|
IGHG3_HUMAN Ig gamma-3 chain C region OS=Homo sapiens GN=IGHG3 PE=1 SV=2,203,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P01860,|
ARPC4_MOUSE Actin-related protein 2/3 complex subunit 4 OS=Mus musculus GN=Arpc4 PE=1 SV=3,204,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_P59998,K05755|
ARPC5_RAT Actin-related protein 2/3 complex subunit 5 OS=Rattus norvegicus GN=Arpc5 PE=1 SV=3,205,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_O15511,K05754|
GP2_HUMAN Pancreatic secretory granule membrane major glycoprotein GP2 OS=Homo sapiens GN=GP2 PE=2 SV=3,206,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P55259,K19899|
ARX1_YEAST Probable metalloprotease ARX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARX1 PE=1 SV=1,207,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_Q03862,K14813|
IGLL5_HUMAN Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens GN=IGLL5 PE=2 SV=2,208,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P15814,|
ASAH2_HUMAN Neutral ceramidase OS=Homo sapiens GN=ASAH2 PE=1 SV=2,209,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9NR71,K12349|
IGHM_HUMAN Ig mu chain C region OS=Homo sapiens GN=IGHM PE=1 SV=3,210,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P01871,|
ASNA_LACS1 Aspartate--ammonia ligase OS=Lactobacillus salivarius (strain UCC118) GN=asnA PE=3 SV=1,211,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,UniRef50_P54264,K01914|
ASP_THECC 21 kDa seed protein OS=Theobroma cacao GN=ASP PE=2 SV=1,212,Eukaryota,Viridiplantae,Streptophyta,unassigned,Malvales,Malvaceae,Theobroma,Theobroma cacao,UniRef50_P32765,|
ASPA_ECO57 Aspartate ammonia-lyase OS=Escherichia coli O157:H7 GN=aspA PE=3 SV=2,213,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8XDS0,K01744|
ASPA_HAEIN Aspartate ammonia-lyase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=aspA PE=3 SV=1,214,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,UniRef50_P44324,K01744|
ASPG_HELPY Probable L-asparaginase OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=ansA PE=3 SV=1,215,Bacteria,unassigned,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,UniRef50_Q9ZLB9,K01424|
ASPG_HUMAN N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Homo sapiens GN=AGA PE=1 SV=2,216,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P20933,K01444|
ASPG2_ECOLI L-asparaginase 2 OS=Escherichia coli (strain K12) GN=ansB PE=1 SV=2,217,Bacteria,unassigned,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P00805,K01424|
